OBJECTID,Animal_Lab_ID,Event,Date,LinkToTest,OpenLink,LinkToMre,LinkMoreOpen,Year,SpeciesNameEng,RegionEng,RegionHeb,SpeciesNameHeb,Species,SettlementHeb,SettlementEng,LocationNotSettlementEng,LocationNotSettlementHeb,GlobalID,CreationDate,Creator,EditDate,Editor,x,y
642,A00502434,10.0,2024-02-25,https://www.gov.il/BlobFolder/reports/neve-eitan-26-2-24/he/vet_neve-eitan-26-2-24.pdf,"<a href=""https://www.gov.il/BlobFolder/reports/neve-eitan-26-2-24/he/vet_neve-eitan-26-2-24.pdf"" target=""_blank"" > לפתיחה לחץ כאן</a>",https://www.gov.il/BlobFolder/reports/neve-eitan-26-2-24/he/animals_health_kalevet_kalevet-neve-eitan-2024.pdf,"<a href=""https://www.gov.il/BlobFolder/reports/neve-eitan-26-2-24/he/animals_health_kalevet_kalevet-neve-eitan-2024.pdf"" target=""_blank"" > לפתיחה לחץ כאן</a>",2024,Jackal,Amakim,עמקים,תן,IV,נווה איתן,Newe Etan,,,6e82bd66-73ee-41ff-9ae6-9ad20b8822f6,2024-11-24 08:29:11.801000,omerba,2024-12-24 16:32:45.081000,omerba,35.53282985100003,32.49362768800006
640,A00502339,8.0,2024-02-24,https://www.gov.il/BlobFolder/reports/kalevet-magdal-shams-2024/he/animals_health_kalevet_kalevet-magdal-shams-2024.pdf,"<a href=""https://www.gov.il/BlobFolder/reports/kalevet-magdal-shams-2024/he/animals_health_kalevet_kalevet-magdal-shams-2024.pdf"" target=""_blank"" > לפתיחה לחץ כאן</a>",https://www.gov.il/BlobFolder/reports/kalevet-magdal-shams-2024/he/vet_kalevet-majdel-shams-24.pdf,"<a href=""https://www.gov.il/BlobFolder/reports/kalevet-magdal-shams-2024/he/vet_kalevet-majdel-shams-24.pdf"" target=""_blank"" > לפתיחה לחץ כאן</a>",2024,Jackal,Galil Golan,גליל גולן,תן,VII B,מג'דל שמס,Majdal Shams,,,ca90c3dd-18fe-43a8-a9e4-b4a8f701b18e,2024-11-24 08:29:11.801000,omerba,2024-11-24 08:29:11.801000,omerba,35.77101804000006,33.26926051400005
639,A00501565,7.0,2024-02-13,https://www.gov.il/BlobFolder/reports/ein-kania-kalevet-2024/he/animals_health_kalevet_ein-kania-kalevet-2024.pdf,"<a href=""https://www.gov.il/BlobFolder/reports/ein-kania-kalevet-2024/he/animals_health_kalevet_ein-kania-kalevet-2024.pdf"" target=""_blank"" > לפתיחה לחץ כאן</a>",https://www.gov.il/BlobFolder/reports/ein-kania-kalevet-2024/he/animals_health_kalevet_kaevet-ein-kania-2024.pdf,"<a href=""https://www.gov.il/BlobFolder/reports/ein-kania-kalevet-2024/he/animals_health_kalevet_kaevet-ein-kania-2024.pdf"" target=""_blank"" > לפתיחה לחץ כאן</a>",2024,Jackal,Galil Golan,גליל גולן,תן,VII A,עין קנייא,Ein Qiniyye,,,6c40656e-c626-4a89-8562-cfcbaf4b4196,2024-11-24 08:29:11.801000,omerba,2024-12-24 16:22:02.507000,omerba,35.730812798000045,33.236817237000025
638,00501183A,6.0,2024-02-06,https://www.gov.il/BlobFolder/reports/7-2-24-sde-elyahu/he/animals_health_kalevet_7-2-24-sde-elyahu.pdf,"<a href=""https://www.gov.il/BlobFolder/reports/7-2-24-sde-elyahu/he/animals_health_kalevet_7-2-24-sde-elyahu.pdf"" target=""_blank"" > לפתיחה לחץ כאן</a>",https://www.gov.il/BlobFolder/reports/7-2-24-sde-elyahu/he/animals_health_kalevet_kalevet-6-sdeh-eliahu-24.pdf,"<a href=""https://www.gov.il/BlobFolder/reports/7-2-24-sde-elyahu/he/animals_health_kalevet_kalevet-6-sdeh-eliahu-24.pdf"" target=""_blank"" > לפתיחה לחץ כאן</a>",2024,Jackal,Amakim,עמקים,תן,VII A,שדה אליהו,Sede Eliyyahu,,,4649c966-2a5c-4625-b267-f0062ab60c06,2024-11-24 08:29:11.801000,omerba,2024-12-24 16:09:49.793999,omerba,35.51322679500004,32.443602662000046
637,A00500778,5.0,2024-01-30,https://www.gov.il/BlobFolder/reports/ramat-hen-31-1-24/he/animals_health_kalevet_ramat-hen-31-1-24.pdf,"<a href=""https://www.gov.il/BlobFolder/reports/ramat-hen-31-1-24/he/animals_health_kalevet_ramat-hen-31-1-24.pdf"" target=""_blank"" > לפתיחה לחץ כאן</a>",https://www.gov.il/BlobFolder/reports/ramat-hen-31-1-24/he/animals_health_kalevet_kalevet-ramat-zvi-2024.pdf,"<a href=""https://www.gov.il/BlobFolder/reports/ramat-hen-31-1-24/he/animals_health_kalevet_kalevet-ramat-zvi-2024.pdf"" target=""_blank"" > לפתיחה לחץ כאן</a>",2024,Jackal,Amakim,עמקים,תן,VII A,רמת צבי,Ramat Zevi,,,7971bda8-bbc5-4fc1-a69a-bc8e96e9dff7,2024-11-24 08:29:11.801000,omerba,2024-11-24 08:29:11.801000,omerba,35.41493434100005,32.593520211000055
636,A00500197,4.0,2024-01-20,https://www.gov.il/BlobFolder/reports/kalevet-moledet-21-4-24/he/animal_welfare_kalevet-moledet-21-4-24.pdf,"<a href=""https://www.gov.il/BlobFolder/reports/kalevet-moledet-21-4-24/he/animal_welfare_kalevet-moledet-21-4-24.pdf"" target=""_blank"" > לפתיחה לחץ כאן</a>",https://www.gov.il/BlobFolder/reports/kalevet-moledet-21-4-24/he/animals_health_kalevet_kalevet-moledet-pratim-24.pdf,"<a href=""https://www.gov.il/BlobFolder/reports/kalevet-moledet-21-4-24/he/animals_health_kalevet_kalevet-moledet-pratim-24.pdf"" target=""_blank"" > לפתיחה לחץ כאן</a>",2024,Jackal,Amakim,עמקים,תן,VII A,מולדת,Moledet,,,8a8312c8-5792-471d-9df9-e9e6a7742e38,2024-11-24 08:29:11.801000,omerba,2024-11-24 08:29:11.801000,omerba,35.443550869000035,32.58823339700007
635,A00500008,3.0,2024-01-16,https://www.gov.il/BlobFolder/reports/doch-kalevet-shlomi-18-1-24/he/animals_health_kalevet_pirtey-kalevet-shlomi-18-1-24.pdf,"<a href=""https://www.gov.il/BlobFolder/reports/doch-kalevet-shlomi-18-1-24/he/animals_health_kalevet_pirtey-kalevet-shlomi-18-1-24.pdf"" target=""_blank"" > לפתיחה לחץ כאן</a>",https://www.gov.il/BlobFolder/reports/doch-kalevet-shlomi-18-1-24/he/animals_health_kalevet_doch-kalevet-shlomi-18-1-24.pdf,"<a href=""https://www.gov.il/BlobFolder/reports/doch-kalevet-shlomi-18-1-24/he/animals_health_kalevet_doch-kalevet-shlomi-18-1-24.pdf"" target=""_blank"" > לפתיחה לחץ כאן</a>",2024,Jackal,Galil Maaravi,גליל מערבי,תן,VII A,שלומי,Shelomi,,,a0e48dd6-32df-4a39-bd0d-ab2a80831b1f,2024-11-24 08:29:11.801000,omerba,2024-11-24 08:29:11.801000,omerba,35.14988631500006,33.07931506800003
634,A00499713,2.0,2024-01-08,https://www.gov.il/BlobFolder/reports/beit-shean-2024/he/animals_health_kalevet_beit-shean-2024.pdf,"<a href=""https://www.gov.il/BlobFolder/reports/beit-shean-2024/he/animals_health_kalevet_beit-shean-2024.pdf"" target=""_blank"" > לפתיחה לחץ כאן</a>",https://www.gov.il/BlobFolder/reports/beit-shean-2024/he/animals_health_kalevet_kalevet-bet-shean-2.pdf,"<a href=""https://www.gov.il/BlobFolder/reports/beit-shean-2024/he/animals_health_kalevet_kalevet-bet-shean-2.pdf"" target=""_blank"" > לפתיחה לחץ כאן</a>",2024,Jackal,Amakim,עמקים,תן,VII A,בית שאן,Bet She'An,,,3f200660-b0f4-45f3-8981-f7469c1244c1,2024-11-24 08:29:11.801000,omerba,2024-11-24 08:29:11.801000,omerba,35.50155804000008,32.49828633900006
633,A00499356,1.0,2024-01-03,https://moag.maps.arcgis.com/home/webmap/viewer.html?webmap=cf30baafd0794fbbb7f7428bf16be78a,"<a href=""https://moag.maps.arcgis.com/home/webmap/viewer.html?webmap=cf30baafd0794fbbb7f7428bf16be78a"" target=""_blank"" > לפתיחה לחץ כאן</a>",https://www.gov.il/BlobFolder/reports/kalevet-afikim-4-1-2023/he/vet_pirtey-kalevet-afikim-2024.pdf,"<a href=""https://www.gov.il/BlobFolder/reports/kalevet-afikim-4-1-2023/he/vet_pirtey-kalevet-afikim-2024.pdf"" target=""_blank"" > לפתיחה לחץ כאן</a>",2024,Jackal,Galil Golan,גליל גולן,תן,VII A,אפיקים,Afiqim,,,994a0035-5171-449c-869e-2a824a59dfcd,2024-11-24 08:29:11.801000,omerba,2024-11-24 08:29:11.801000,omerba,35.57748991400007,32.68111548100006
631,A00498702,45.0,2023-12-23,https://www.gov.il/BlobFolder/reports/kalevet-shtul-2023/he/animals_health_kalevet_kalevet-shtul-2023.pdf,"<a href=""https://www.gov.il/BlobFolder/reports/kalevet-shtul-2023/he/animals_health_kalevet_kalevet-shtul-2023.pdf"" target=""_blank"" > לפתיחה לחץ כאן</a>",https://www.gov.il/BlobFolder/reports/kalevet-shtul-2023/he/animals_health_kalevet_kalevet-sttula_2023.pdf,"<a href=""https://www.gov.il/BlobFolder/reports/kalevet-shtul-2023/he/animals_health_kalevet_kalevet-sttula_2023.pdf"" target=""_blank"" > לפתיחה לחץ כאן</a>",2023,,Galil Maaravi,גליל מערבי,כלב,,שתולה,Shetula,,,565e0716-8429-49be-8cb6-5e22d98ed46e,2024-11-24 08:29:11.801000,omerba,2024-11-24 08:29:11.801000,omerba,35.31676512400003,33.085487390000026
629,00497991A,43.0,2023-12-11,https://www.gov.il/BlobFolder/reports/ein-harod-meuhad-12-12-23/he/animals_health_kalevet_ein-harod-meuhad-12-12-23-doh.pdf,"<a href=""https://www.gov.il/BlobFolder/reports/ein-harod-meuhad-12-12-23/he/animals_health_kalevet_ein-harod-meuhad-12-12-23-doh.pdf"" target=""_blank"" > לפתיחה לחץ כאן</a>",https://www.gov.il/BlobFolder/reports/ein-harod-meuhad-12-12-23/he/animals_health_kalevet_ein-harod-meuhad-12-12-23.pdf,"<a href=""https://www.gov.il/BlobFolder/reports/ein-harod-meuhad-12-12-23/he/animals_health_kalevet_ein-harod-meuhad-12-12-23.pdf"" target=""_blank"" > לפתיחה לחץ כאן</a>",2023,Jackal,Amakim,עמקים,תן,VII A,עין חרוד (מאוחד),En Harod(Me'Uhad),,,7764c174-9a16-4a10-b2a7-45afc0457250,2024-11-24 08:29:11.801000,omerba,2024-11-24 08:29:11.801000,omerba,35.39354290600005,32.560093694000045
630,A00497993,44.0,2023-12-11,https://www.gov.il/BlobFolder/reports/kalevet-44-ako-2023/he/animals_health_kalevet_kalevet-44-ako-2023.pdf,"<a href=""https://www.gov.il/BlobFolder/reports/kalevet-44-ako-2023/he/animals_health_kalevet_kalevet-44-ako-2023.pdf"" target=""_blank"" > לפתיחה לחץ כאן</a>",https://www.gov.il/BlobFolder/reports/kalevet-44-ako-2023/he/animals_health_kalevet_pirtey-kalevet-44-ako-2023.pdf,"<a href=""https://www.gov.il/BlobFolder/reports/kalevet-44-ako-2023/he/animals_health_kalevet_pirtey-kalevet-44-ako-2023.pdf"" target=""_blank"" > לפתיחה לחץ כאן</a>",2023,Jackal,Galil Maaravi,גליל מערבי,תן,VII A,עכו,Akko,,,0d912f3a-199a-4208-9426-89c3c18b6109,2024-11-24 08:29:11.801000,omerba,2024-11-24 08:29:11.801000,omerba,35.07943269800006,32.93156975200003
628,A00497727,42.0,2023-12-07,https://www.gov.il/BlobFolder/reports/kalevet-8-12-23/he/animals_health_kalevet_kalevet-8-12-23.pdf,"<a href=""https://www.gov.il/BlobFolder/reports/kalevet-8-12-23/he/animals_health_kalevet_kalevet-8-12-23.pdf"" target=""_blank"" > לפתיחה לחץ כאן</a>",https://www.gov.il/BlobFolder/reports/kalevet-8-12-23/he/animals_health_kalevet_10-12-2023kalevet-dovev.pdf,"<a href=""https://www.gov.il/BlobFolder/reports/kalevet-8-12-23/he/animals_health_kalevet_10-12-2023kalevet-dovev.pdf"" target=""_blank"" > לפתיחה לחץ כאן</a>",2023,Jackal,Galil Golan,גליל גולן,תן,VII A,"דוב""ב",Dolev,,,e76b8f7a-ba51-46db-8d5b-8fd3ad9c2ae2,2024-11-24 08:29:11.801000,omerba,2024-11-24 08:29:11.801000,omerba,35.40963583100006,33.05254370400007
632,A00497555,41.0,2023-12-04,https://www.gov.il/BlobFolder/reports/kalevet-shluhot-2023/he/animals_health_kalevet_kalevet-shluhot-2023.pdf,"<a href=""https://www.gov.il/BlobFolder/reports/kalevet-shluhot-2023/he/animals_health_kalevet_kalevet-shluhot-2023.pdf"" target=""_blank"" > לפתיחה לחץ כאן</a>",https://www.gov.il/BlobFolder/reports/kalevet-shluhot-2023/he/animals_health_kalevet_pirtey-kalevet-shluhot-2023.pdf,"<a href=""https://www.gov.il/BlobFolder/reports/kalevet-shluhot-2023/he/animals_health_kalevet_pirtey-kalevet-shluhot-2023.pdf"" target=""_blank"" > לפתיחה לחץ כאן</a>",2023,Jackal,Amakim,עמקים,תן,VII A,שלוחות,Sheluhot,,,9a5dfaf2-e79e-42f6-919a-17914f4d6452,2024-11-24 08:29:11.801000,omerba,2024-11-24 08:29:11.801000,omerba,35.48181571300006,32.47291249400007
627,A00497413,40.0,2023-12-02,https://www.gov.il/BlobFolder/reports/kaleve-maoz-haim-2023/he/animals_health_kalevet_kaleve-maoz-haim-2023.pdf,"<a href=""https://www.gov.il/BlobFolder/reports/kaleve-maoz-haim-2023/he/animals_health_kalevet_kaleve-maoz-haim-2023.pdf"" target=""_blank"" > לפתיחה לחץ כאן</a>",https://www.gov.il/BlobFolder/reports/kaleve-maoz-haim-2023/he/animals_health_kalevet_pirtey-kaleve-maoz-haim-2023.pdf,"<a href=""https://www.gov.il/BlobFolder/reports/kaleve-maoz-haim-2023/he/animals_health_kalevet_pirtey-kaleve-maoz-haim-2023.pdf"" target=""_blank"" > לפתיחה לחץ כאן</a>",2023,Jackal,Amakim,עמקים,תן,VII A,מעוז חיים,Ma'Oz Hayyim,,,013a1351-dc16-4ca4-84ca-228ecc5d6845,2024-11-24 08:29:11.801000,omerba,2024-11-24 08:29:11.801000,omerba,35.551351897000075,32.49505564200007
625,A00497081,38.0,2023-11-27,https://www.gov.il/BlobFolder/reports/hefziba-27-11-23/he/animals_health_kalevet_hefziba-27-11-23.pdf,"<a href=""https://www.gov.il/BlobFolder/reports/hefziba-27-11-23/he/animals_health_kalevet_hefziba-27-11-23.pdf"" target=""_blank"" > לפתיחה לחץ כאן</a>",https://www.gov.il/BlobFolder/reports/hefziba-27-11-23/he/animals_health_kalevet_%D7%90%D7%99%D7%A8%D7%95%D7%A2-%D7%9B%D7%9C%D7%91%D7%AA-%D7%9E%D7%A1%D7%A4%D7%A8-39-%D7%9C%D7%A9%D7%A0%D7%AA-2023-%D7%91%D7%AA%D7%9F-%D7%96%D7%94%D7%95%D7%91-%D7%91%D7%93%D7%,"<a href=""https://www.gov.il/BlobFolder/reports/hefziba-27-11-23/he/animals_health_kalevet_%D7%90%D7%99%D7%A8%D7%95%D7%A2-%D7%9B%D7%9C%D7%91%D7%AA-%D7%9E%D7%A1%D7%A4%D7%A8-39-%D7%9C%D7%A9%D7%A0%D7%AA-2023-%D7%91%D7%AA%D7%9F-%D7%96%D7%94%D7%95%D7%91-%D7%91%D7%93%D7%"" target=""_blank"" > לפתיחה לחץ כאן</a>",2023,Jackal,Amakim,עמקים,תן,VII A,חפצי-בה,Hefzi-Bah,,,d78e8deb-ad02-4c12-902d-42f048bdbe93,2024-11-24 08:29:11.801000,omerba,2024-11-24 08:29:11.801000,omerba,35.428578909000066,32.519971088000034
626,A00497082,39.0,2023-11-26,https://www.gov.il/BlobFolder/reports/dalton-27-11-23/he/animals_health_kalevet_dalton-27-11-23.pdf,"<a href=""https://www.gov.il/BlobFolder/reports/dalton-27-11-23/he/animals_health_kalevet_dalton-27-11-23.pdf"" target=""_blank"" > לפתיחה לחץ כאן</a>",https://www.gov.il/BlobFolder/reports/dalton-27-11-23/he/animals_health_kalevet_kalevet-dalton-2023.pdf,"<a href=""https://www.gov.il/BlobFolder/reports/dalton-27-11-23/he/animals_health_kalevet_kalevet-dalton-2023.pdf"" target=""_blank"" > לפתיחה לחץ כאן</a>",2023,Jackal,Galil Golan,גליל גולן,תן,VII A,דלתון,Dalton,,,6eeacb64-f620-4486-837c-22b7868e9def,2024-11-24 08:29:11.801000,omerba,2024-11-24 08:29:11.801000,omerba,35.48989217700006,33.01908189400007
624,A00496668,37.0,2023-11-19,https://www.gov.il/BlobFolder/reports/kalevet-gidona-11-23/he/animals_health_kalevet_kalevet-gidona-11-23.pdf,"<a href=""https://www.gov.il/BlobFolder/reports/kalevet-gidona-11-23/he/animals_health_kalevet_kalevet-gidona-11-23.pdf"" target=""_blank"" > לפתיחה לחץ כאן</a>",,"<a href=""<NA>"" target=""_blank"" > לפתיחה לחץ כאן</a>",2023,Jackal,Amakim,עמקים,תן,VII A,גדעונה,Gid'Ona,,,97a6cb62-32d5-4d9a-ab7d-86e1d8328fd7,2024-11-24 08:29:11.801000,omerba,2024-11-24 08:29:11.801000,omerba,35.35995613800003,32.54987273800003
623,00495371A,36.0,2023-10-28,https://moag.maps.arcgis.com/home/webmap/viewer.html?webmap=cf30baafd0794fbbb7f7428bf16be78a,"<a href=""https://moag.maps.arcgis.com/home/webmap/viewer.html?webmap=cf30baafd0794fbbb7f7428bf16be78a"" target=""_blank"" > לפתיחה לחץ כאן</a>",https://www.gov.il/BlobFolder/reports/kalevet-36-2023/he/animals_health_kalevet_kalevet-36-2023.pdf,"<a href=""https://www.gov.il/BlobFolder/reports/kalevet-36-2023/he/animals_health_kalevet_kalevet-36-2023.pdf"" target=""_blank"" > לפתיחה לחץ כאן</a>",2023,Jackal,Amakim,עמקים,תן,VII A,כפר יחזקאל,Kefar Yehezqel,,,f8f14d28-d200-4907-b8c0-98fd35aa0794,2024-11-24 08:29:11.801000,omerba,2024-12-24 16:22:50.194000,omerba,35.36318021300008,32.56830149700005
622,A00493609,35.0,2023-09-26,https://www.gov.il/BlobFolder/reports/kalevet-gazit-2023/he/animals_health_kalevet_kalevet-gazit-2023.pdf,"<a href=""https://www.gov.il/BlobFolder/reports/kalevet-gazit-2023/he/animals_health_kalevet_kalevet-gazit-2023.pdf"" target=""_blank"" > לפתיחה לחץ כאן</a>",,"<a href=""<NA>"" target=""_blank"" > לפתיחה לחץ כאן</a>",2023,Jackal,Amakim,עמקים,תן,VII A,גזית,Gazit,,,a2ccde01-64e6-4346-b7fc-532ef053bf1e,2024-11-24 08:29:11.801000,omerba,2024-11-24 08:29:11.801000,omerba,35.44765883200006,32.64033611200006
621,A00491546,34.0,2023-08-26,https://www.gov.il/BlobFolder/reports/toch-maabada-28-8-2023/he/animals_health_kalevet_toch-maabada-28-8-2023.pdf,"<a href=""https://www.gov.il/BlobFolder/reports/toch-maabada-28-8-2023/he/animals_health_kalevet_toch-maabada-28-8-2023.pdf"" target=""_blank"" > לפתיחה לחץ כאן</a>",https://www.gov.il/BlobFolder/reports/toch-maabada-28-8-2023/he/animals_health_kalevet_pirtey-toch-maabada-28-8-2023.pdf,"<a href=""https://www.gov.il/BlobFolder/reports/toch-maabada-28-8-2023/he/animals_health_kalevet_pirtey-toch-maabada-28-8-2023.pdf"" target=""_blank"" > לפתיחה לחץ כאן</a>",2023,Wolf,Negev,הנגב,זאב,I,נאות הכיכר,Ne'Ot Hakikkar,,,885be317-dca8-4834-baf0-21cd1d9d1f99,2024-11-24 08:29:11.801000,omerba,2024-11-24 08:29:11.801000,omerba,35.38109043900005,30.93910757200007
620,00490459A,33.0,2023-08-12,https://www.gov.il/BlobFolder/reports/beit-hashita-kalevet-33-2023/he/animals_health_kalevet_beit-hashita-kalevet-33-2023.pdf,"<a href=""https://www.gov.il/BlobFolder/reports/beit-hashita-kalevet-33-2023/he/animals_health_kalevet_beit-hashita-kalevet-33-2023.pdf"" target=""_blank"" > לפתיחה לחץ כאן</a>",https://www.gov.il/BlobFolder/reports/beit-hashita-kalevet-33-2023/he/animals_health_kalevet_beit-hashita-2023.pdf,"<a href=""https://www.gov.il/BlobFolder/reports/beit-hashita-kalevet-33-2023/he/animals_health_kalevet_beit-hashita-2023.pdf"" target=""_blank"" > לפתיחה לחץ כאן</a>",2023,Wolf,Amakim,עמקים,זאב,VII A,בית השיטה,Bet Hashitta,,,f0d55a6f-0867-41a7-b5ba-fba95943a57b,2024-11-24 08:29:11.801000,omerba,2024-11-24 08:29:11.801000,omerba,35.43729914800008,32.55175128500008
619,A00490378,32.0,2023-08-09,https://www.gov.il/BlobFolder/reports/kalevet-yuval-13-8-2023/he/animals_health_kalevet_doch-kalevet-32-2023.pdf,"<a href=""https://www.gov.il/BlobFolder/reports/kalevet-yuval-13-8-2023/he/animals_health_kalevet_doch-kalevet-32-2023.pdf"" target=""_blank"" > לפתיחה לחץ כאן</a>",https://www.gov.il/BlobFolder/reports/kalevet-yuval-13-8-2023/he/animals_health_kalevet_kalevet-yuval-13-8-2023.pdf,"<a href=""https://www.gov.il/BlobFolder/reports/kalevet-yuval-13-8-2023/he/animals_health_kalevet_kalevet-yuval-13-8-2023.pdf"" target=""_blank"" > לפתיחה לחץ כאן</a>",2023,Dog,Galil Golan,גליל גולן,כלב,VII B,יובל,Yuval,,,29940f43-c021-4ec7-9beb-899c990c46ca,2024-11-24 08:29:11.801000,omerba,2024-11-24 08:29:11.801000,omerba,35.598048677000065,33.250071406000075
618,A00490238,31.0,2023-08-08,https://www.gov.il/BlobFolder/reports/beit-alfa-9-8-23/he/animals_health_kalevet_beit-alfa-9-8-23.pdf,"<a href=""https://www.gov.il/BlobFolder/reports/beit-alfa-9-8-23/he/animals_health_kalevet_beit-alfa-9-8-23.pdf"" target=""_blank"" > לפתיחה לחץ כאן</a>",https://www.gov.il/BlobFolder/reports/beit-alfa-9-8-23/he/animals_health_kalevet-31-2023.pdf,"<a href=""https://www.gov.il/BlobFolder/reports/beit-alfa-9-8-23/he/animals_health_kalevet-31-2023.pdf"" target=""_blank"" > לפתיחה לחץ כאן</a>",2023,Jackal,Amakim,עמקים,תן,VII A,בית אלפא,Bet Alfa,,,0dc7dc41-21ef-4e90-b41e-489929722edb,2024-11-24 08:29:11.801000,omerba,2024-11-24 08:29:11.801000,omerba,35.42952294200006,32.51795477200005
617,A00487995,30.0,2023-07-12,https://www.gov.il/BlobFolder/reports/kfar_yehezkel_2023-mungash/he/animals_health_kalevet_kfar_yehezkel_2023-mungash.pdf,"<a href=""https://www.gov.il/BlobFolder/reports/kfar_yehezkel_2023-mungash/he/animals_health_kalevet_kfar_yehezkel_2023-mungash.pdf"" target=""_blank"" > לפתיחה לחץ כאן</a>",https://www.gov.il/BlobFolder/reports/kfar_yehezkel_2023-mungash/he/animals_health_kalevet_kfar_yehezkel_2023-mungash-pirut.pdf,"<a href=""https://www.gov.il/BlobFolder/reports/kfar_yehezkel_2023-mungash/he/animals_health_kalevet_kfar_yehezkel_2023-mungash-pirut.pdf"" target=""_blank"" > לפתיחה לחץ כאן</a>",2023,Jackal,Amakim,עמקים,תן,VII A,כפר יחזקאל,Kefar Yehezqel,,,25bed9d9-4baf-4fc5-977b-7bef769618c4,2024-11-24 08:29:11.801000,omerba,2024-12-24 16:23:04.776999,omerba,35.36190348100007,32.56928704000006
615,A00487603,28.0,2023-07-09,https://www.gov.il/BlobFolder/reports/kalevet-dovrat-10-7-2023/he/animals_health_kalevet_davtat-9-7-23.pdf,"<a href=""https://www.gov.il/BlobFolder/reports/kalevet-dovrat-10-7-2023/he/animals_health_kalevet_davtat-9-7-23.pdf"" target=""_blank"" > לפתיחה לחץ כאן</a>",https://www.gov.il/BlobFolder/reports/kalevet-dovrat-10-7-2023/he/animals_health_kalevet-dovrat-10-7-2023.pdf,"<a href=""https://www.gov.il/BlobFolder/reports/kalevet-dovrat-10-7-2023/he/animals_health_kalevet-dovrat-10-7-2023.pdf"" target=""_blank"" > לפתיחה לחץ כאן</a>",2023,Badger,Amakim,עמקים,גירית,VII A,דברת,Daverat,,,d9af5138-badc-4747-b756-ff820199bd7f,2024-11-24 08:29:11.801000,omerba,2024-11-24 08:29:11.801000,omerba,35.35131039400005,32.649369120000074
616,A00487219,29.0,2023-07-03,https://www.gov.il/BlobFolder/reports/10-7-2023-moledet/he/animals_health_kalevet_animals_health_kalevet_kalevet-moledet-2023.pdf,"<a href=""https://www.gov.il/BlobFolder/reports/10-7-2023-moledet/he/animals_health_kalevet_animals_health_kalevet_kalevet-moledet-2023.pdf"" target=""_blank"" > לפתיחה לחץ כאן</a>",https://www.gov.il/BlobFolder/reports/10-7-2023-moledet/he/animals_health_kalevet_10-7-2023-moledet.pdf,"<a href=""https://www.gov.il/BlobFolder/reports/10-7-2023-moledet/he/animals_health_kalevet_10-7-2023-moledet.pdf"" target=""_blank"" > לפתיחה לחץ כאן</a>",2023,Jackal,Amakim,עמקים,תן,VII A,מולדת,Moledet,,,4e6c81f1-574e-49ea-85f2-45b96d155779,2024-11-24 08:29:11.801000,omerba,2024-11-24 08:29:11.801000,omerba,35.443103833000066,32.587474057000065
614,A00486719,27.0,2023-06-27,https://www.gov.il/BlobFolder/reports/kalevet-rosh-pina-23/he/animals_health_kalevet_kalevet-rosh-pina-23.pdf,"<a href=""https://www.gov.il/BlobFolder/reports/kalevet-rosh-pina-23/he/animals_health_kalevet_kalevet-rosh-pina-23.pdf"" target=""_blank"" > לפתיחה לחץ כאן</a>",https://www.gov.il/BlobFolder/reports/kalevet-rosh-pina-23/he/animals_health_kalevet_kalevet-rosh-pina-29-6-2023.pdf,"<a href=""https://www.gov.il/BlobFolder/reports/kalevet-rosh-pina-23/he/animals_health_kalevet_kalevet-rosh-pina-29-6-2023.pdf"" target=""_blank"" > לפתיחה לחץ כאן</a>",2023,Dog,Amakim,עמקים,כלב,VII A,ראש פינה,Rosh Pinna,,,c267ac5a-9240-4ff5-965b-1d1cb775d828,2024-11-24 08:29:11.801000,omerba,2024-11-24 08:29:11.801000,omerba,35.54911654800003,32.969550527000024
613,00486719A,26.0,2023-06-26,https://www.gov.il/BlobFolder/reports/kalevet-neve-or/he/animals_health_kalevet_kalevet-neve-or.pdf,"<a href=""https://www.gov.il/BlobFolder/reports/kalevet-neve-or/he/animals_health_kalevet_kalevet-neve-or.pdf"" target=""_blank"" > לפתיחה לחץ כאן</a>",https://www.gov.il/BlobFolder/reports/kalevet-neve-or/he/animals_health_kalevet_klevet-neve-or-26-6-2023.pdf,"<a href=""https://www.gov.il/BlobFolder/reports/kalevet-neve-or/he/animals_health_kalevet_klevet-neve-or-26-6-2023.pdf"" target=""_blank"" > לפתיחה לחץ כאן</a>",2023,Jackal,Amakim,עמקים,תן,VII A,נווה אור,Newe Ur,,,fd1801f9-a894-48c7-a2e1-20a63f1137f5,2024-11-24 08:29:11.801000,omerba,2024-12-24 16:23:27.232999,omerba,35.551369409000074,32.58961312900004
612,00484818A,25.0,2023-06-06,https://www.gov.il/BlobFolder/reports/kalevet-7-6-23/he/animals_health_kalevet_kalevet-7-6-23.pdf,"<a href=""https://www.gov.il/BlobFolder/reports/kalevet-7-6-23/he/animals_health_kalevet_kalevet-7-6-23.pdf"" target=""_blank"" > לפתיחה לחץ כאן</a>",https://www.gov.il/BlobFolder/reports/kalevet-7-6-23/he/animals_health_kalevet-neve-eitan-6-6-23.pdf,"<a href=""https://www.gov.il/BlobFolder/reports/kalevet-7-6-23/he/animals_health_kalevet-neve-eitan-6-6-23.pdf"" target=""_blank"" > לפתיחה לחץ כאן</a>",2023,Jackal,Amakim,עמקים,תן,VII A,נווה איתן,Newe Etan,,,2fdc2f2c-563e-433a-a2dd-17c724ddc282,2024-11-24 08:29:11.801000,omerba,2024-12-24 16:23:42.443000,omerba,35.53158466700006,32.492751733000034
